title,author,journal,issn,volume,pages,date,display_date,doi,citations,year
Climbing as a pair: Instructions and instructed body movements in indoor climbing with visually impaired athletes,Simone M.,Journal of Pragmatics,03782166,155,286-302,2020-01-01,January 2020,10.1016/j.pragma.2019.09.008,24,2020
Analogical reasoning with quotations? A spotlight on Russian parliamentary discourse,Weiss D.,Journal of Pragmatics,03782166,155,101-110,2020-01-01,January 2020,10.1016/j.pragma.2019.10.008,7,2020
Monitoring line length reproduction errors,Duyan Y.A.,Consciousness and Cognition,10538100,77,NA,2020-01-01,January 2020,10.1016/j.concog.2019.102831,14,2020
Mapping the Social-Norms Literature: An Overview of Reviews,Legros S.,Perspectives on Psychological Science,17456916,15,62-80,2020-01-01,1 January 2020,10.1177/1745691619866455,220,2020
"Pronouns as referential devices in Estonian, Finnish, and Russian",Hint H.,Journal of Pragmatics,03782166,155,43-63,2020-01-01,January 2020,10.1016/j.pragma.2019.10.002,8,2020
The E Is in the G: Gene–Environment–Trait Correlations and Findings From Genome-Wide Association Studies,Avinun R.,Perspectives on Psychological Science,17456916,15,81-89,2020-01-01,1 January 2020,10.1177/1745691619867107,29,2020
Evaluation of an Action’s Effectiveness by the Motor System in a Dynamic Environment,Hemed E.,Journal of Experimental Psychology: General,00963445,149,935-948,2020-01-01,2020,10.1037/xge0000692,19,2020
Shared Lexical Access Processes in Speaking and Listening? An Individual Differences Study,Hintz F.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,46,1048-1063,2020-01-01,2020,10.1037/xlm0000768,16,2020
Scientific Risk Reporting in Medical Journals Can Bias Expert Judgment: Comparing Surgeons’ Risk Comprehension Across Reporting Formats,Garcia-Retamero R.,Journal of Experimental Psychology: Applied,1076898X,26,283-299,2020-01-01,2020,10.1037/xap0000242,8,2020
A study on the functional uses of textual pragmatic markers by native speakers and English-medium instruction learners,Ament J.,Journal of Pragmatics,03782166,156,41-53,2020-01-01,January 2020,10.1016/j.pragma.2019.09.009,16,2020
"The Architecture of Working Memory: Features From Multiple Remembered Objects Produce Parallel, Coactive Guidance of Attention in Visual Search",Bahle B.,Journal of Experimental Psychology: General,00963445,149,967-983,2020-01-01,2020,10.1037/xge0000694,27,2020
Contributions of Semantic and Contextual Diversity to the Word Frequency Effect in L2 Lexical Access,Hamrick P.,Canadian Journal of Experimental Psychology,11961961,74,25-34,2020-01-01,2020,10.1037/cep0000189,10,2020
Topic shifts in contrast: Ways to change the subject in French and German,Fagard B.,Journal of Pragmatics,03782166,156,206-222,2020-01-01,January 2020,10.1016/j.pragma.2019.07.016,2,2020
Narrative of vicarious experience in broadcast news: A linguistic ethnographic approach to semiotic mediations in the newsroom,Merminod G.,Journal of Pragmatics,03782166,155,240-260,2020-01-01,January 2020,10.1016/j.pragma.2019.09.001,12,2020
The effect of an external and internal focus of attention on dual-task performance,Sherwood D.E.,Journal of Experimental Psychology: Human Perception and Performance,00961523,46,91-104,2020-01-01,January 2020,10.1037/xhp0000698,22,2020
Effects of Specific-Level Versus Broad-Level Training for Broad-Level Category Learning in a Complex Natural Science Domain,Miyatsu T.,Journal of Experimental Psychology: Applied,1076898X,26,40-60,2020-01-01,2020,10.1037/xap0000240,2,2020
Facial responses of adult humans during the anticipation and consumption of touch and food rewards,Korb S.,Cognition,00100277,194,NA,2020-01-01,January 2020,10.1016/j.cognition.2019.104044,22,2020
Dynamics of auditory spatial attention gradients,Golob E.J.,Cognition,00100277,194,NA,2020-01-01,January 2020,10.1016/j.cognition.2019.104058,2,2020
"Creativity anxiety: Evidence for anxiety that is specific to creative thinking, from STEM to the arts",Daker R.J.,Journal of Experimental Psychology: General,00963445,149,42-57,2020-01-01,January 2020,10.1037/xge0000630,51,2020
Correction of Evident Falsehood Requires Explicit Negation,Weil R.,Journal of Experimental Psychology: General,00963445,149,290-310,2020-01-01,2020,10.1037/xge0000635,12,2020
"Microaggressions: Clarification, Evidence, and Impact",Williams M.T.,Perspectives on Psychological Science,17456916,15,3-26,2020-01-01,1 January 2020,10.1177/1745691619827499,220,2020
An initial accuracy focus prevents illusory truth,Brashier N.M.,Cognition,00100277,194,NA,2020-01-01,January 2020,10.1016/j.cognition.2019.104054,92,2020
On two French discourse markers and their Dutch equivalents: d'ailleurs and par ailleurs,Vanderbauwhede G.,Journal of Pragmatics,03782166,156,168-175,2020-01-01,January 2020,10.1016/j.pragma.2019.06.006,2,2020
Detecting Spelling Errors in Compound and Pseudocompound Words,Chamberlain J.M.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,46,580-602,2020-01-01,2020,10.1037/xlm0000748,9,2020
“But he’s my brother”: The impact of family obligation on moral judgments and decisions,Lee J.,Memory and Cognition,0090502X,48,158-170,2020-01-01,1 January 2020,10.3758/s13421-019-00969-7,25,2020
Unconscious or underpowered? Probabilistic cuing of visual attention,Vadillo M.A.,Journal of Experimental Psychology: General,00963445,149,160-181,2020-01-01,January 2020,10.1037/xge0000632,61,2020
Temporal Negative Priming,Kahan T.A.,Journal of Experimental Psychology: General,00963445,149,275-289,2020-01-01,2020,10.1037/xge0000634,1,2020
More of the same or something different? An analysis of the French discourse marker par ailleurs in academic writing,Bouveret M.,Journal of Pragmatics,03782166,156,136-148,2020-01-01,January 2020,10.1016/j.pragma.2019.04.002,4,2020
Retrieval practice enhances near but not far transfer of spatial memory,Brunyé T.T.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,46,24-45,2020-01-01,January 2020,10.1037/xlm0000710,11,2020
Topic shifters in Romanian: A contrastive analysis,Ionescu A.,Journal of Pragmatics,03782166,156,110-120,2020-01-01,January 2020,10.1016/j.pragma.2019.02.003,5,2020
The development of “digressive” discourse-topic shift markers in English,Traugott E.C.,Journal of Pragmatics,03782166,156,121-135,2020-01-01,January 2020,10.1016/j.pragma.2019.02.002,20,2020
Frequency at the syntax–discourse interface: A bidirectional study on fronting options in L1/L2 German and L1/L2 English,Hopp H.,Second Language Research,02676583,36,65-96,2020-01-01,1 January 2020,10.1177/0267658318802985,15,2020
"Interpretation, relevance and the ideological effects of discursive practice",Assimakopoulos S.,Pragmatics and Cognition,09290907,28,394-415,2021-12-31,31 December 2021,10.1075/pc.21015.ass,2,2021
Word norms and measures of linguistic reclamation for LGBTQ+ slurs,Edmondson D.,Pragmatics and Cognition,09290907,28,193-221,2021-12-31,31 December 2021,10.1075/pc.00023.edm,6,2021
Translation/Interpreting psychological mechanism as embodied bilingual processing,Zhu L.,"Translation, Cognition and Behavior",25425277,4,212-243,2021-12-31,31 December 2021,10.1075/tcb.00059.zhu,1,2021
THE RETRIEVABILITY of L2 ENGLISH MULTIWORD ITEMS in A CONTEXT of STRONGLY FORM-FOCUSED EXPOSURE,Lindstromberg S.,Studies in Second Language Acquisition,02722631,43,1040-1067,2021-12-11,11 December 2021,10.1017/S0272263120000315,0,2021
Dreaming About One’s Own Children: An Online Survey,Schredl M.,"Imagination, Cognition and Personality",02762366,41,222-237,2021-12-01,December 2021,10.1177/02762366211017421,3,2021
Functions of Imagined Interactions With AI Among Alexa-Users,Gaspard T.,"Imagination, Cognition and Personality",02762366,41,137-157,2021-12-01,December 2021,10.1177/02762366211005361,1,2021
"Expression of Concern: Is It Light or Dark? Recalling Moral Behavior Changes Perception of Brightness(Psychological Science, (2012), 23, (4), (407–409), 10.1177/0956797611432497)",Bauer P.J.,Psychological Science,09567976,32,2042-2043,2021-12-01,December 2021,10.1177/09567976211058727,1,2021
First-person pronouns with and without wa in parenthetical inserts in Japanese telling sequences,Jin Q.,Journal of Pragmatics,03782166,186,321-340,2021-12-01,December 2021,10.1016/j.pragma.2021.10.008,0,2021
Just thank God for Donald Trump – Dialogue practices of populists and their supporters before and after taking office,Stopfner M.,Journal of Pragmatics,03782166,186,308-320,2021-12-01,December 2021,10.1016/j.pragma.2021.10.002,5,2021
A corpus-based examination of reflexive metadiscourse in majority and dissent opinions of the U.S. Supreme Court,McKeown J.,Journal of Pragmatics,03782166,186,224-235,2021-12-01,December 2021,10.1016/j.pragma.2021.10.019,7,2021
The Korean discourse particle ya across multiple turn positions: An interactional resource for turn-taking and stance-taking,Kim M.S.,Journal of Pragmatics,03782166,186,251-276,2021-12-01,December 2021,10.1016/j.pragma.2021.10.012,4,2021
Translating Thoughts Into Action: Optimizing Motor Performance and Learning Through Brief Motivational and Attentional Influences,Wulf G.,Current Directions in Psychological Science,09637214,30,535-541,2021-12-01,December 2021,10.1177/09637214211046199,18,2021
Syntactic constraints on relevance: The case of causal pre-position in Modern Greek,Bardzokas V.,Journal of Pragmatics,03782166,186,151-166,2021-12-01,December 2021,10.1016/j.pragma.2021.10.011,1,2021
Stock issues and the structure of argumentative discussions: An integrative analysis,Popa E.O.,Journal of Pragmatics,03782166,186,129-141,2021-12-01,December 2021,10.1016/j.pragma.2021.09.021,1,2021
"Something Scary is Out There II: the Interplay of Childhood Experiences, Relict Sexual Dinichism, and Cross-cultural Differences in Spatial Fears",Coss R.G.,Evolutionary Psychological Science,NA,7,359-379,2021-12-01,December 2021,10.1007/s40806-021-00289-7,2,2021
Focus affinity in Spanish. An experimental study,Heidinger S.,Journal of Pragmatics,03782166,186,100-116,2021-12-01,December 2021,10.1016/j.pragma.2021.09.015,1,2021
Resisting categorization in interaction: Membership categorization analysis of sitcom humor,Okazawa R.,Journal of Pragmatics,03782166,186,33-44,2021-12-01,December 2021,10.1016/j.pragma.2021.09.011,13,2021
Display of concession: Maa-Prefaced responses to polar questions in Japanese conversation,Arita Y.,Journal of Pragmatics,03782166,186,1-19,2021-12-01,December 2021,10.1016/j.pragma.2021.09.014,7,2021
Motive on the mind: Explanatory preferences at multiple stages of the legal-investigative process,Liefgreen A.,Cognition,00100277,217,NA,2021-12-01,December 2021,10.1016/j.cognition.2021.104892,1,2021
Hidden intentions: Visual awareness prioritizes perceived attention even without eyes or faces,Colombatto C.,Cognition,00100277,217,NA,2021-12-01,December 2021,10.1016/j.cognition.2021.104901,4,2021
Revising mental representations of faces based on new diagnostic information,Klein S.A.W.,Cognition,00100277,217,NA,2021-12-01,December 2021,10.1016/j.cognition.2021.104916,2,2021
Phonology-independent general orthographic knowledge,Kemény F.,Quarterly Journal of Experimental Psychology,17470218,74,2075-2083,2021-12-01,December 2021,10.1177/17470218211018438,2,2021
Yes! I love my mother as much as myself: Self- and mother-association effects in an Indian sample,Verma A.,Quarterly Journal of Experimental Psychology,17470218,74,2210-2220,2021-12-01,December 2021,10.1177/17470218211033118,7,2021
A rational model of people's inferences about others’ preferences based on response times,Gates V.,Cognition,00100277,217,NA,2021-12-01,December 2021,10.1016/j.cognition.2021.104885,19,2021
Contrast perception as a visual heuristic in the formulation of referential expressions,Long M.,Cognition,00100277,217,NA,2021-12-01,December 2021,10.1016/j.cognition.2021.104879,9,2021
Improving social functioning in people with schizophrenia-spectrum disorders via mobile experimental interventions: Results from the CLIMB pilot trial.,Dabit S.,Schizophrenia Research: Cognition,22150013,26,NA,2021-12-01,December 2021,10.1016/j.scog.2021.100211,12,2021
Non-Independent Mate Choice in Humans: An Investigation of Online Mate Choice Copying and Sex Differences,Tekin C.,Evolutionary Psychological Science,NA,7,338-345,2021-12-01,December 2021,10.1007/s40806-021-00291-z,1,2021
The influence of prior knowledge on the formation of detailed and durable memories,Bellana B.,Journal of Memory and Language,0749596X,121,NA,2021-12-01,December 2021,10.1016/j.jml.2021.104264,11,2021
Outbreaks and Outgroups: Three Tests of the Relationship Between Disease Avoidance Motives and Xenophobia During an Emerging Pandemic,Moran J.B.,Evolutionary Psychological Science,NA,7,419-429,2021-12-01,December 2021,10.1007/s40806-021-00283-z,35,2021
Thematic role assignment in non-default verb classes: A cross-linguistic comparison of English and German,Kyriaki L.,Glossa,NA,6,1-26,2021-11-01,November 2021,10.16995/glossa.5728,1,2021
Focus projection need not be based on pitch accents: Evidence from Georgian,Borise L.,Glossa,NA,6,NA,2021-11-01,November 2021,10.16995/glossa.5733,0,2021
"Corrigendum: Simulation Studies as a Tool to Understand Bayes Factors (Advances in Methods and Practices in Psychological Science, (2021), 4, 1, 10.1177/2515245920972624)",NA,Advances in Methods and Practices in Psychological Science,25152459,4,NA,2021-11-01,November 2021,10.1177/25152459211061266,0,2021
Do Monkeys and Young Children Understand Exclusive “Or” Relations? A Commentary on Ferrigno et al. (2021),Gautam S.,Psychological Science,09567976,32,1865-1867,2021-11-01,November 2021,10.1177/09567976211024641,3,2021
Theta-Rhythmic Oscillation of Working Memory Performance,Pomper U.,Psychological Science,09567976,32,1801-1810,2021-11-01,November 2021,10.1177/09567976211013045,32,2021
Multimodal metaphor and (im)politeness in political cartoons: A sociocognitive approach,Abdel-Raheem A.,Journal of Pragmatics,03782166,185,54-72,2021-11-01,November 2021,10.1016/j.pragma.2021.08.006,14,2021
"Stance and dialogicity in Barack Obama and George W. Bush's farewell addresses to the nation: Effectivity, epistemicity and (contrastive) negation",Hidalgo-Downing L.,Journal of Pragmatics,03782166,185,93-107,2021-11-01,November 2021,10.1016/j.pragma.2021.08.010,5,2021
The pragmatics of initial interactions: Cross-cultural and intercultural perspectives,Haugh M.,Journal of Pragmatics,03782166,185,35-39,2021-11-01,November 2021,10.1016/j.pragma.2021.09.004,11,2021
Attention in post-lexical processes of utterance production: Dual-task cost in younger and older adults,Fournet M.,Quarterly Journal of Experimental Psychology,17470218,74,1852-1872,2021-11-01,November 2021,10.1177/17470218211034130,8,2021
Age-related resting-state functional connectivity of the Vigilant Attention network in children and adolescents,Morandini H.A.E.,Brain and Cognition,02782626,154,NA,2021-11-01,November 2021,10.1016/j.bandc.2021.105791,3,2021
Thinking Clearly About Biology and Childhood Adversity: Next Steps for Continued Progress,Pollak S.D.,Perspectives on Psychological Science,17456916,16,1473-1477,2021-11-01,November 2021,10.1177/17456916211031539,32,2021
The Value of Dimensional Models of Early Experience: Thinking Clearly About Concepts and Categories,McLaughlin K.A.,Perspectives on Psychological Science,17456916,16,1463-1472,2021-11-01,November 2021,10.1177/1745691621992346,184,2021
Another Attempt to Move Beyond the Cross-Sectional U Shape of Happiness: A Reply,Galambos N.L.,Perspectives on Psychological Science,17456916,16,1447-1455,2021-11-01,November 2021,10.1177/17456916211008823,8,2021
"Retraction notice to “ Beyond moral dilemmas: The role of reasoning in five categories of utilitarian judgment” Cognition 209 (2021) 104572 (Cognition (2021) 209, (S0010027720303917), (10.1016/j.cognition.2020.104572))",Jaquet F.,Cognition,00100277,216,NA,2021-11-01,November 2021,10.1016/j.cognition.2021.104860,2,2021
List-method directed forgetting: Do critical findings generalize from short to long retention intervals?,Abel M.,Memory and Cognition,0090502X,49,1677-1689,2021-11-01,November 2021,10.3758/s13421-021-01192-z,2,2021
Reasoning strategies determine the effect of disconfirmation on belief in false claims,Gratton C.,Memory and Cognition,0090502X,49,1528-1536,2021-11-01,November 2021,10.3758/s13421-021-01190-1,6,2021
Learning about construction behaviour from observing an artefact: can experience with conspecifics aid in artefact recognition?,Camacho-Alpízar A.,Animal Cognition,14359448,24,1267-1277,2021-11-01,November 2021,10.1007/s10071-021-01519-y,10,2021
Cognitive enrichment device provides evidence for intersexual differences in collaborative actions in Indo-Pacific bottlenose dolphins (Tursiops aduncus),Matrai E.,Animal Cognition,14359448,24,1215-1225,2021-11-01,November 2021,10.1007/s10071-021-01510-7,5,2021
Navigation and orientation in Coleoptera: a review of strategies and mechanisms,de Jongh E.,Animal Cognition,14359448,24,1153-1164,2021-11-01,November 2021,10.1007/s10071-021-01513-4,4,2021
Effects of oxytocin administration and the dog–owner bond on dogs’ rescue behavior,Dzik M.V.,Animal Cognition,14359448,24,1191-1204,2021-11-01,November 2021,10.1007/s10071-021-01512-5,6,2021
Moral reasoning and automatic risk reaction during driving,Lucifora C.,"Cognition, Technology and Work",14355558,23,705-713,2021-11-01,November 2021,10.1007/s10111-021-00675-y,12,2021
"The influence of training level on manual flight in connection to performance, scan pattern, and task load",Friedrich M.,"Cognition, Technology and Work",14355558,23,715-730,2021-11-01,November 2021,10.1007/s10111-020-00663-8,6,2021
User-centred design evaluation of symbols for adaptive cruise control (ACC) and lane-keeping assistance (LKA),Perrier M.J.R.,"Cognition, Technology and Work",14355558,23,685-703,2021-11-01,November 2021,10.1007/s10111-021-00673-0,13,2021
Insight Into the Hispanic Paradox: The Language Hypothesis,Llabre M.M.,Perspectives on Psychological Science,17456916,16,1324-1336,2021-11-01,November 2021,10.1177/1745691620968765,21,2021
From da Vinci’s Flying Machines to a Theory of the Creative Process,Güss C.D.,Perspectives on Psychological Science,17456916,16,1184-1197,2021-11-01,November 2021,10.1177/1745691620966790,7,2021
Do drivers change their manual car-following behaviour after automated car-following?,Louw T.,"Cognition, Technology and Work",14355558,23,669-683,2021-11-01,November 2021,10.1007/s10111-020-00658-5,17,2021
Empirical study of Team Usability Testing: a laboratory experiment,Geszten D.,"Cognition, Technology and Work",14355558,23,755-769,2021-11-01,November 2021,10.1007/s10111-020-00647-8,3,2021
The Primacy of Gender: Gendered Cognition Underlies the Big Two Dimensions of Social Cognition,Martin A.E.,Perspectives on Psychological Science,17456916,16,1143-1158,2021-11-01,November 2021,10.1177/1745691620904961,84,2021
Resolving ambiguous polarity stripping ellipsis structures in Persian,RASEKHI V.,Glossa,NA,6,NA,2021-10-01,October 2021,10.16995/GLOSSA.5881,1,2021
"Constructing an aspect model for Chinese grammar from the particle ""le""",Liu Y.,Chinese as a Second Language Research,21932263,10,239-263,2021-10-01,1 October 2021,10.1515/caslar-2021-2004,0,2021
The acquisition of Mandarin aspectual markers by Japanese learners,Liu T.H.,Chinese as a Second Language Research,21932263,10,291-318,2021-10-01,1 October 2021,10.1515/caslar-2021-2006,0,2021
A systematic review of pedagogical research on teaching Chinese as a foreign language in the United States - From 1960 to 2020,Zhang S.,Chinese as a Second Language Research,21932263,10,207-238,2021-10-01,1 October 2021,10.1515/caslar-2021-2003,5,2021
Frozen by context: Pragmatic factors of syntactic freezing,MARTENS G.,Glossa,NA,6,NA,2021-10-01,October 2021,10.16995/GLOSSA.5870,0,2021
Formal variation in the Kata Kolok lexicon,LUTZENBERGER H.,Glossa,NA,6,NA,2021-10-01,October 2021,10.16995/glossa.5880,11,2021
Does emotional expression moderate implicit racial bias? examining bias following smiling and angry primes,Raissi A.,Social Cognition,0278016X,39,570,2021-10-01,October 2021,10.1521/SOCO.2021.39.5.570,5,2021
Refuting the unfolding-argument on the irrelevance of causal structure to consciousness,Usher M.,Consciousness and Cognition,10538100,95,NA,2021-10-01,October 2021,10.1016/j.concog.2021.103212,2,2021
Worldview-motivated rejection of science and the norms of science,Lewandowsky S.,Cognition,NA,215,104820,2021-10-01,1 October 2021,10.1016/j.cognition.2021.104820,32,2021
The Predictive Brain Must Have a Limitation in Short-Term Memory Capacity,Trapp S.,Current Directions in Psychological Science,09637214,30,384-390,2021-10-01,October 2021,10.1177/09637214211029977,13,2021
Expressing thinking in institutional interaction: Stancetaking in mental health rehabilitation group discussions,Paananen J.,Journal of Pragmatics,03782166,184,152-166,2021-10-01,October 2021,10.1016/j.pragma.2021.07.026,2,2021
Investigating the validity of the Perceptual Awareness Scale – The effect of task-related difficulty on subjective rating,Skóra Z.,Consciousness and Cognition,10538100,95,NA,2021-10-01,October 2021,10.1016/j.concog.2021.103197,5,2021
Categorization as appraisal: Using classificatory verbs in Chinese for evaluative purposes,Hsu C.C.,Journal of Pragmatics,03782166,184,107-118,2021-10-01,October 2021,10.1016/j.pragma.2021.07.025,2,2021
Do group-based mindfulness meditation programs enhance executive functioning? A systematic review and meta-analysis of the evidence,Millett G.,Consciousness and Cognition,10538100,95,NA,2021-10-01,October 2021,10.1016/j.concog.2021.103195,15,2021
Epistemic independence and speaker roles: Highlighting the role of second speaker and mitigating the role of first speaker,García-Ramón A.,Journal of Pragmatics,03782166,184,61-73,2021-10-01,October 2021,10.1016/j.pragma.2021.07.007,0,2021
On the dual role of expressive speech acts: Relational work on signs announcing closures during the Covid-19 pandemic,Ogiermann E.,Journal of Pragmatics,03782166,184,1-17,2021-10-01,October 2021,10.1016/j.pragma.2021.07.020,30,2021
“Did you just say transformers?” A Child's agency and social actions in language-focused sequences,Nguyen H.t.,Journal of Pragmatics,03782166,183,242-255,2021-10-01,October 2021,10.1016/j.pragma.2021.07.004,3,2021
Korean ‘topic’ particle nun as a categorization resource for organizing retro-sequence: Redressing the situated action ‘on the periphery’,Kim K.h.,Journal of Pragmatics,03782166,183,225-241,2021-10-01,October 2021,10.1016/j.pragma.2021.07.012,7,2021
Crying in a Russian preschool: Teachers' pragmatic acts in response to children's distress,Moore E.,Journal of Pragmatics,03782166,183,192-209,2021-10-01,October 2021,10.1016/j.pragma.2021.06.007,3,2021
Post-truth assertion and assertoric competence,Chankova M.,Journal of Pragmatics,03782166,183,179-191,2021-10-01,October 2021,10.1016/j.pragma.2021.07.015,1,2021
“Blowing our own trumpet”: Self-praise in Peninsular Spanish face-to-face communication,Maíz-Arévalo C.,Journal of Pragmatics,03782166,183,107-120,2021-10-01,October 2021,10.1016/j.pragma.2021.07.001,11,2021
Language patterns of outgroup prejudice,Li Y.,Cognition,00100277,215,NA,2021-10-01,October 2021,10.1016/j.cognition.2021.104813,3,2021
"Presupposition, attention and cognitive load",Lombardi Vallauri E.,Journal of Pragmatics,03782166,183,15-28,2021-10-01,October 2021,10.1016/j.pragma.2021.06.022,6,2021
A direct test of the similarity assumption — Focusing on differences as compared with similarities decreases automatic imitation,Genschow O.,Cognition,00100277,215,NA,2021-10-01,October 2021,10.1016/j.cognition.2021.104824,11,2021
Can conditionals explain explanations? A modus ponens model of B because A,Sebben S.,Cognition,00100277,215,NA,2021-10-01,October 2021,10.1016/j.cognition.2021.104812,6,2021
The influence of polarity items on inferential judgments,Denić M.,Cognition,00100277,215,NA,2021-10-01,October 2021,10.1016/j.cognition.2021.104791,4,2021
"Confidence, advice seeking and changes of mind in decision making",Pescetelli N.,Cognition,00100277,215,NA,2021-10-01,October 2021,10.1016/j.cognition.2021.104810,28,2021
Contrastive intonation effects on word recall for information-structural alternatives across the sexes,Koch X.,Memory and Cognition,0090502X,49,1312-1333,2021-10-01,October 2021,10.3758/s13421-021-01174-1,6,2021
Rhyme as resonance in poetry comprehension: An expert–novice study,Lea R.B.,Memory and Cognition,0090502X,49,1285-1299,2021-10-01,October 2021,10.3758/s13421-021-01167-0,3,2021
Language acquisition in the digital age: L2 English input effects on children’s L1 Icelandic,Sigurjónsdóttir S.,Second Language Research,02676583,37,697-723,2021-10-01,October 2021,10.1177/02676583211005505,11,2021
Prompt-facilitated learning: The development of unprompted memory integration and subsequent self-derivation,Wilson J.T.,Memory and Cognition,0090502X,49,1473-1487,2021-10-01,October 2021,10.3758/s13421-021-01155-4,18,2021
Selective memory disrupted in intra-modal dual-task encoding conditions,Siegel A.L.M.,Memory and Cognition,0090502X,49,1453-1472,2021-10-01,October 2021,10.3758/s13421-021-01166-1,10,2021
Reasoning about conscious experience with axiomatic and graphical mathematics,Signorelli C.M.,Consciousness and Cognition,10538100,95,NA,2021-10-01,October 2021,10.1016/j.concog.2021.103168,11,2021
Priming of Movie Content Is Modulated by Event Boundaries,Kurby C.A.,Journal of Experimental Psychology: Learning Memory and Cognition,02787393,48,1559-1570,2021-09-30,30 September 2021,10.1037/xlm0001085,6,2021
Measuring longitudinal writing development using indices of syntactic complexity and sophistication,Kyle K.,Studies in Second Language Acquisition,02722631,43,781-812,2021-09-27,27 September 2021,10.1017/S0272263120000546,45,2021
Using depiction for efficient communication in LIS (Italian Sign Language),Slonimska A.,Language and Cognition,18669808,13,367-396,2021-09-19,19 September 2021,10.1017/langcog.2021.7,12,2021
Working Memory Recruits Long-Term Memory When It Is Beneficial: Evidence From the Hebb Effect,Mızrak E.,Journal of Experimental Psychology: General,00963445,151,763-780,2021-09-16,16 September 2021,10.1037/xge0000934,13,2021
How Selection in the Mind Is Different From Attention to the World,Kong G.,Journal of Experimental Psychology: General,00963445,151,542-554,2021-09-09,9 September 2021,10.1037/xge0001098,1,2021
"Animals in Dreams of Children, Adolescents, and Adults: The UK Library Study",Schredl M.,"Imagination, Cognition and Personality",02762366,41,87-104,2021-09-01,September 2021,10.1177/0276236620960634,4,2021
Effectiveness of Counselling on Diet Quality and Physical Activity with Cognitive Counselling for Overweight and Obese Women-A Randomized Clinical Trial,Doran F.,"Cognition, Brain, Behavior. An Interdisciplinary Journal",22479228,25,199-219,2021-09-01,September 2021,10.24193/cbb.2021.25.10,0,2021
A Review of Imaginary Companions and Their Implications for Development,Armah A.,"Imagination, Cognition and Personality",02762366,41,31-53,2021-09-01,September 2021,10.1177/0276236621999324,11,2021
(a-)Topics and animacy,Belletti A.,Glossa,NA,6,NA,2021-09-01,September 2021,10.16995/glossa.5711,1,2021
A multivariate approach to English clippings,Hilpert M.,Glossa,NA,6,1-30,2021-09-01,September 2021,10.16995/glossa.5771,3,2021
The periphery of vP in the theory of wh-in situ,Bonan C.,Glossa,NA,6,NA,2021-09-01,September 2021,10.16995/glossa.5714,4,2021
The supralaryngeal articulation of stress and accent in Greek,Katsika A.,Journal of Phonetics,00954470,88,NA,2021-09-01,September 2021,10.1016/j.wocn.2021.101085,10,2021
"“It’s Not in Your Head”: Gaslighting, ‘Splaining, Victim Blaming, and Other Harmful Reactions to Microaggressions",Johnson V.E.,Perspectives on Psychological Science,17456916,16,1024-1036,2021-09-01,September 2021,10.1177/17456916211011963,74,2021
The Need for Shared Nomenclature on Racism and Related Terminology in Psychology,Haeny A.M.,Perspectives on Psychological Science,17456916,16,886-892,2021-09-01,September 2021,10.1177/17456916211000760,49,2021
"Racial Microaggressions: Critical Questions, State of the Science, and New Directions",Williams M.T.,Perspectives on Psychological Science,17456916,16,880-885,2021-09-01,September 2021,10.1177/17456916211039209,27,2021
Volition in prospective Memory: Evidence against differences between free and fixed target events,Vinding M.C.,Consciousness and Cognition,10538100,94,NA,2021-09-01,September 2021,10.1016/j.concog.2021.103175,1,2021
Exploring the relationship between perceived Action-Outcome distance and Agency: Evidence from temporal binding,Jenkins M.,Consciousness and Cognition,10538100,94,NA,2021-09-01,September 2021,10.1016/j.concog.2021.103177,2,2021
Beyond politeness markers: Multiple morphological and lexical differences index deferential meanings in Korean,Kim H.,Journal of Pragmatics,03782166,182,203-220,2021-09-01,September 2021,10.1016/j.pragma.2021.06.006,7,2021
Presupposition and implicature: Varieties of implicit meaning in explicitation practices,Sbisà M.,Journal of Pragmatics,03782166,182,176-188,2021-09-01,September 2021,10.1016/j.pragma.2021.05.027,16,2021
"It's alignment all the way down, but not all the way up: Speakers align on some features but not others within a dialogue",Ostrand R.,Journal of Phonetics,00954470,88,NA,2021-09-01,September 2021,10.1016/j.wocn.2021.101074,30,2021
When symmetric and curved visual contour meet intentional instructions: Hedonic value and preference,Chuquichambi E.G.,Quarterly Journal of Experimental Psychology,17470218,74,1525-1541,2021-09-01,September 2021,10.1177/17470218211021593,7,2021
Effects of word position and flanking vowel on the implementation of glottal stop: Evidence from Hawaiian,Davidson L.,Journal of Phonetics,00954470,88,NA,2021-09-01,September 2021,10.1016/j.wocn.2021.101075,8,2021
On the determination of eye gaze and arrow direction: Automaticity reconsidered.,Besner D.,Canadian Journal of Experimental Psychology,11961961,75,261-278,2021-09-01,September 2021,10.1037/cep0000261,6,2021
From lollipops to lidocaine: The need for a universal print-to-speech framework.,Cummine J.,Canadian Journal of Experimental Psychology,11961961,75,279-298,2021-09-01,September 2021,10.1037/cep0000257,1,2021
The wanderlust of German words and their pragmatic adaptation in English,Schröter M.,Journal of Pragmatics,03782166,182,63-75,2021-09-01,September 2021,10.1016/j.pragma.2021.06.005,1,2021
A preregistered replication of motivated numeracy,Persson E.,Cognition,00100277,214,NA,2021-09-01,September 2021,10.1016/j.cognition.2021.104768,38,2021
